Goran Gute
Jacob Reichmann
Guido Eckbauer
Volkhard Weimer
Ante Christoph
Hansjoachim Koch ii
Jan Sauer
Roderich Eimer
Woldemar Stolze
Ali Losekann
Hugo Misicher
Guntram Gotthard
Meinolf Täsche
Artur Gehringer
Konrad Rudolph
Franz josef Löwer
Emanuel Bauer
Tilo Oderwald
Dogan Tröst
Marijan Oestrovsky
Reinald Fröhlich
Ole Austermühle
Siegmund Hölzenbecher
Robin Trommler
Giorgio Pergande
Jacek Pärtzelt
Richard Wiek
Marijan Täsche
Jacek Henschel
Gottlob Nette
Orhan Jungfer
Ante Kraushaar
Heribert Mentzel
Robby Ullrich
Falko Rose
Hans-josef Harloff
Micha Hornig
Gerard Schwital
Ferenc Roskoth
Jens-uwe Jacobi jäckel
Giorgio Weiß
Karl-wilhelm Flantz
Jürgen Mälzer
Jiri Heinz
Marc Dörschner
Henrik Zänker
Paul-heinz Ziegert
Peter Sager
Juergen Lindau
Yilmaz Lange
Berndt Neureuther
Augustin Lindner
Mirko Pieper
Bastian Wagner
Siegmar Geißler
Ernst Anders
Carlos Mühle
Hermann Söding
Hans-ludwig Gröttner
Wilfried Atzler
Anatol Geisel
Hans-joachim Dussen van
Gernot Schweitzer
Dino Heuser
Klaus-peter Hertrampf
Valerij Radisch
Alexej Warmer
Jakob Mude
Hannes Jüttner
Ernst-otto Kensy
Hanspeter Meister
Metin Köster
Detlef Schleich
Nurettin Knappe
Miroslaw Seidel
Hajo Krein
Horst-dieter Textor
Franz josef Hölzenbecher
Conrad Graf
Ortwin Girschner
Dimitri Rogge
Ernst Losekann
Bodo Stadelmann
Wilfried Schüler
Walther Bauer
Hermann josef Käster
Dusan Scheel
Rafael Gnatz
Carlo Dippel
Juan Schäfer
Bela Weller
Anatol Buchholz
Alfredo Schüler
Moritz Cichorius
Alexej Lange
Salvatore Schweitzer
Bernhard Trubin
Guenter Junitz
Knut Faust
Bernhard Höfig
Hans jörg Hermighausen
Gerhart Klapp
Karl-peter Gumprich
Burkhardt Bauer
Leszek Radisch
Harry Kusch
Ibrahim Rogge
German Drubin
Reiner Jessel
Daniel Scholz
Leonid Stey
Eckehard Kitzmann
Aleksandr Wulff
Leon Krause
Gino Wieloch
Jörn Scholz
Sergio Rogner
Czeslaw Juncken
Jacek Wende
Rudi Koch ii
Carmelo Wulff
Emin Wagenknecht
Ulf Niemeier
Burkard Häring
Hans-joachim Zänker
Lambert Noack
Helmut Ackermann
Hans-michael Käster
Ingbert Wagenknecht
Conrad Riehl
Fatih Jüttner
Hanni Lindau
Hagen Kreusel
Tassilo Eimer
Axel Klemt
Hansjürgen Austermühle
Fritz Ullmann
Gotthold Wähner
Ricardo Liebelt
Bert Stiffel
Albin Biggen
Thomas Eberhardt
Miroslaw Birnbaum
Janos Rudolph
Mohammad Roht
Alfons Gutknecht
Wenzel Sorgatz
Ludwig Jüttner
Fatih Kitzmann
Jonas Patberg
Tino Heuser
Horst-dieter Geisel
Pascal Gehringer
Hansjürgen Radisch
Franz josef Heß
Hans-h. Eberhardt
Massimo Karz
Gottfried Herrmann
Horst Junken
Hans-martin Peukert
Ottmar Wiek
Gottlieb Birnbaum
Berthold Briemer
Silvio Jähn
Hilmar Wohlgemut
Sahin Lübs
Linus Blümel
Roy Pergande
Raik Trüb
Dieter Lorch
Stephen Cichorius
Friedrich Hesse
Mustafa Drewes
Andrei Misicher
Bernd-dieter Bohnbach
Hans-detlef Seidel
Silvio Kohl
Gerfried Meister
Benedikt Fliegner
Mark Rogge
Walfried Säuberlich
Clemens Roht
Vlado Sauer
Wulf Scholtz
Emanuel Kabus
Wilhelm Jäkel
Julian Budig
Angelo Heinz
Guntram Bärer
Frederic Drub
Bayram Rosemann
Heini Pärtzelt
Vadim Buchholz
Hajo Gehringer
Klaus Oestrovsky
Francisco Bonbach
Henrik Heser
Sören Schenk
Ferdi Reichmann
Lars Bohlander
Dogan Klotz
Imre Gierschner
Rupert Kühnert
Zeljko Schomber
Leonard Stoll
Kunibert Siering
Siegmund Steckel
Micha Liebelt
Alex Hornig
Wulf Eimer
Alexei Dörr
Claudio Süßebier
Eckhart Albers
Siegmar Junken
Pascal Gude
Klaus-michael Ebert
Filippo Hecker
Sükrü Budig
Sylvio Martin
Andrew Möchlichen
Athanasios Barkholz
Sergej Mühle
Helmar Röhrdanz
Karl-hermann Löwer
Hans-herbert Ladeck
Piotr Karge
Kemal Kusch
Sahin Kuhl
Niels Seip
Hans dieter Textor
Roger Renner
José Margraf
Frieder Mühle
Jorge Neuschäfer
Dierk Döhn
Harro Mälzer
Jakob Wilmsen
Samuel Stiebitz
Karl-hermann Bloch
Silvio Kensy
Meinrad Trüb
Rainer Finke
Ivan Löwer
Richard Stolze
Gunter Rohleder
Ortwin Lindau
Markus Drubin
Nikolai Heuser
Yusuf Bloch
Jonathan Mans
Hans-gerhard Gierschner
Jozef Sölzer
Stefan Stadelmann
Milan Kroker
Falko Stey
Bernhard Mülichen
Arnold Förster
Patrick Steckel
Gerard Tlustek
Vadim Ritter
Ada Ruppert
Theo Süßebier
Cemal Hiller
Massimo Scheibe
Gregor Berger
Klaus-peter Caspar
Siegmar Zahn
Steve Hübel
Hans dieter Gute
Jörg-peter Bohnbach
Hans-dieter Bender
Aleksandr Weinhold
Carmelo Kraushaar
Eckehard Kostolzin
Hansjoachim Schwital
Damian Heintze
Martin Bärer
Elmar Preiß
Heribert Hellwig
Friedrich Ditschlerin
Vlado Wernecke
Clemens Krein
Ahmad Vollbrecht
Helge Hiller
Damian Speer
Gerwin Harloff
Tobias Adler
Aleksandr Herrmann
Herwig Wernecke
Andres Zimmer
Dirk Jüttner
Horst-peter Misicher
Ruben Stiffel
Damian Hofmann
Cord Reuter
Francisco Jessel
Heinz dieter Schmidtke
Ingmar Bauer
Elias Römer
Yusuf Knappe
Hans-otto Hartmann
Ludwig Klingelhöfer
Miroslaw Radisch
Dragan Bonbach
Alf Hamann
Burckhard Kaul
Hans jörg Löffler
Christian Peukert
Sönke Atzler
Meinhard Tintzmann
Tilman Buchholz
Karl-heinz Henck
Carlo Dussen van
Konrad Schmidt
Mirco Beier
Sigmar Hoffmann
Balthasar Wagner
Klaus-günter Röhrdanz
Maurice Kusch
Detlev Hesse
Vito Rogge
Kaspar Ruppert
Oscar Gnatz
Hans-hinrich Hartmann
Harri Wernecke
Gerwin Sauer
Brian Klapp
Pero Mende
Joachim Mielcarek
Hilmar Steinberg
Herbert Eberth
Hajo Hoffmann
Petar Fischer
Marijan Budig
Mahmut Jäntsch
Laurenz Auch schlauchin
Linus Süßebier
Kai-uwe Becker
Diether Nohlmans
Gisbert Wende
Ansgar Auch schlauchin
Charles Matthäi
Anatol Mans
Ottomar Rogner
Gerwin Jopich
Dariusz Reinhardt
Gottlieb Höfig
Marek Jacobi jäckel
Tomasz Misicher
Claus-peter Matthäi
Tilo Fischer
Hellmut Mitschke
Charles Gotthard
Tilmann Ziegert
Miroslav Gutknecht
Knut Matthäi
Hans-werner Fiebig
Sylvester Girschner
Nurettin Mangold
Klaus-ulrich Heinz
Adolf Jopich
Adolf Heydrich
Ilja Spieß
Claas Bachmann
Guenther Hendriks
Recep Kobelt
Walfried Rogge
Rudolf Schenk
Tom Krein
Kazim Gehringer
Dennis Klemt
Riza Möchlichen
Horst-günter Pärtzelt
Rolf Schlosser
Jose Johann
Waldemar Wesack
Hans-günter Anders
Michael Gumprich
Pietro Döhn
Sergej Heuser
Karl-heinz Walter
Pero Scholl
Robert Mülichen
Arndt Ritter
Diethard Walter
Dietmar Stolze
Ibrahim Koch
Markus Jacob
Berend Textor
Franco Döhn
Jurij Bohlander
Süleyman Herrmann
Calogero Warmer
Diedrich Scholl
Kenan Buchholz
Baptist Preiß
Karl-hermann Jungfer
Albrecht Scholz
Carlo Benthin
Andrej Kreusel
Zlatko Schaaf
Horst-peter Weimer
Angelo Pölitz
Dariusz Franke
Björn Karz
Karl-hans Tintzmann
Gerd Karz
Conrad Girschner
Dariusz Hertrampf
Matteo Barkholz
Heinrich Förster
Jochen Reising
Fatih Stoll
Edwin Mosemann
Franz-xaver Rogner
Hans-wilhelm Mans
Kilian Schmidt
Manfred Heinz
Jose Wernecke
Alexej Lindau
Holger Zirme
Wieslaw Sauer
Sebastiano Wernecke
Eckard Möchlichen
Jacob Hofmann
Malte Koch
Maximilian Schönland
Leander Baum
Emmerich Schäfer
Sandro Klemm
Erich Jäntsch
Jonas Klapp
Phillip Fritsch
Hasan Kabus
Andrey Löwer
Hartwig Tschentscher
Pasquale Schomber
Bogdan Reinhardt
Timo Hesse
Joachim Hölzenbecher
Anatoli Gumprich
Gebhard Martin
Necati Jähn
Arne Sorgatz
Pirmin Köhler
Fritz Stroh
Marco Schmidt
Hans-heinrich Schinke
Vincenzo Gertz
Luigi Textor
Baptist Hübel
Ilias Dobes
Gabriel Salz
Janusz Fiebig
Rolf-dieter Zobel
Ilija Kensy
Claudius Stumpf
Ismail Hermighausen
Damian Hermighausen
David Bender
Hasan Kühnert
Amir Linke
Otfried Jessel
Axel Rose
Gordon Niemeier
Selim Gute
Gebhard Hethur
Thoralf Kramer
Ramon Seip
Alex Ackermann
James Kabus
Ernst-august Weitzel
Igor Birnbaum
Hubertus Liebelt
Patrik Linke
Edelbert Mende
Gotthilf Dowerg
Louis Bauer
Karl-jürgen Gröttner
Edward Kaul
Niko Ladeck
Ewald Rust
Mohammed Dehmel
Sebastiano Hande
Ludger Schinke
Ekrem Stahr
Karl-hermann Tintzmann
Hans-bernd Reinhardt
Johannes Bohnbach
Ruben Heidrich
Thilo Weinhage
Ignatz Gnatz
Kevin Misicher
Patrick Koch
Hans-georg Stey
Sergei Jacobi jäckel
Augustin Herrmann
Reinhold Stumpf
Tomasz Briemer
Stephen Peukert
James Bolzmann
Hans-otto Schäfer
Utz Kitzmann
Meinhard Bärer
Miguel Kroker
Vassilios Keudel
Oscar Gertz
Lutz Bärer
Hans-erich Oderwald
Dino Vogt
Charles Dörr
Bernfried Aumann
Leon Naser
William Warmer
Andrei Kruschwitz
Martin Hande
Diether Pergande
Heinz-joachim Schlosser
Aleksander Albers
Alf Jäntsch
Norbert Paffrath
Bertram Juncken
Hannes Klapp
Detlev Scholl
Ismet Drubin
Alessandro Grein groth
Wilfried Bohlander
Matthias Kade
Ludger Schönland
Hans-günther Sontag
Curt Adler
Willy Loos
Dan Kroker
Geert Zobel
Zeljko Kranz
Rolf-dieter Ruppersberger
Vassilios Hiller
Zdravko Hermann
Giuseppe Beckmann
Thoralf Dobes
James Hartmann
Alfonso Kaul
Gordon Heintze
Adalbert Butte
Vadim Schweitzer
Wojciech Wirth
Wenzel Gehringer
Ekrem Mentzel
Uwe Schmidtke
Hans Holt
Oswald Hertrampf
Josip Hecker
Andre Hermann
Paul-gerhard Gutknecht
Jens-peter Schlosser
Harry Girschner
Matthias Drub
Ferdi Renner
Darko Pieper
Burkhard Hövel
Kai-uwe Peukert
Gunnar Schleich
Fredi Gieß
Burghard Baum
Josef Wirth
Henry Wiek
Sönke Trub
Hans peter Mans
Wilhelm Pölitz
Eduard Schinke
Ernst-august Linke
Stanislaw Blümel
Berend Jungfer
Dominic Thanel
Istvan Fliegner
Pascal Mans
Anatolij Börner
Alban Seidel
Ingo Roskoth
Hinrich Flantz
Kuno Hartmann
Marius Scheibe
Hermann-josef Gieß
Klemens Davids
Ottmar Schuster
Herrmann Hörle
Falk Seidel
Hans-jörg Haering
Guido Losekann
Bodo Gertz
Hans-albert Pieper
Hakan Seip
Ernst-august Hölzenbecher
Krzysztof Krause
Dietrich Schmidt
Pascal Seifert
Willibald Gehringer
Vittorio Trub
Milan Gute
Sabri Stahr
Adelbert Reichmann
Christopher Reuter
Muzaffer Spieß
Albert Dowerg
Paulo Reinhardt
Matteo Auch schlauchin
Ilja Radisch
Arndt Bachmann
Roderich Nohlmans
Denny Paffrath
Felix Junitz
Dominic Staude
Antonius Krause
Martin Gude
Winfried Rose
Heinz-gerd Sorgatz
Christos Krause
Nicolai Hecker
Siegfried Trub
Maximilian Martin
Ibrahim Hövel
Karl-ernst Weinhage
Cemil Schomber
Ben Bonbach
Veit Kohl
Maxim Seidel
Fridolin Rörricht
Heribert Tschentscher
Meinolf Roskoth
Bekir Metz
Fredo Henschel
Aldo Cichorius
Arnim Mülichen
Silvester Lange
Konstantinos Ring
Domenico Heser
Othmar Süßebier
Erkan Gnatz
Riza Karz
Ralf-peter Gotthard
Hans-martin Möchlichen
Christian Roht
Jan-peter Benthin
Klaus-dieter Jähn
Carmelo Scheuermann
Romuald Klapp
Ian Löchel
Arndt Söding
Adelbert Conradi
Patric Stolze
Guenther Nerger
Hans-wilhelm Heidrich
Hans-gerd Aumann
Thaddäus Hartmann
Ralph Köster
Sebastiano Heß
Vinko Schmiedecke
Karl Schmiedecke
Sebastiano Graf
Walfried Huhn
Lambert Pohl
Aloys Faust
Albin Eckbauer
Amir Stey
Kamil Eimer
Andrew Mies
Ekkehard Zorbach
Dimitri Mangold
Kuno Wohlgemut
Anthony Barth
Sigurd Stroh
Aldo Kohl
Danilo Hövel
Wladimir Heser
Franco Matthäi
Wolfgang Holzapfel
Petar Liebelt
Siegfried Conradi
Robby Hettner
Alf Kade
Sergei Freudenberger
Hermann josef Wagenknecht
Phillip Schuster
Donald Buchholz
Axel Wähner
Tim Atzler
Hans-herbert Ullmann
Stanislaw Jungfer
Gotthold Matthäi
Franjo Vollbrecht
Jaroslav Albers
Ansgar Süßebier
Bartholomäus Ritter
Friedbert Hecker
Calogero Scholz
Hasan Nerger
Ramazan Spieß
Swen Steckel
Detlef Junk
Ulrich Dietz
Heinz-gerd Hecker
Andree Wilms
Alexei Thanel
Philipp Kusch
Eitel Christoph
Samuel Pölitz
Hardy Pieper
Rudolph Roskoth
Hans Schlosser
Torsten Kobelt
Siegbert Höfig
Rudi Röhricht
Miguel Rudolph
Arthur Stadelmann
Willy Löffler
Hans-ludwig Ernst
Gino Juncken
Bela Haase
Laszlo Textor
Günther Weihmann
Eric Drewes
Bodo Lange
Edelbert Geisel
Tomasz Pergande
Oswin Kreusel
Bernward Schuchhardt
Pero Huhn
Nick Rörricht
Muharrem Jacob
Marijan Börner
Nikolai Wohlgemut
Ismet Sölzer
Leopold Gunpf
Thorsten Weinhold
Guenther Mosemann
Daniel Thies
Heinrich Kranz
Vinzenz Hellwig
Eberhard Kranz
Friedrich Köster
Cosimo Winkler
Hansjürgen Jockel
Nicolaus Trubin
Jobst Scheuermann
Veit Reinhardt
Witold Gude
Zeljko Kallert
Isidor Röhrdanz
Siegward Rosemann
Volker Stolze
Andrew Jähn
Siegfried Henk
Erol Hänel
Pius Kruschwitz
Süleyman Weinhold
Diethelm Riehl
Hakan Beyer
Jurij Mude
Tino Walter
Paulo Kruschwitz
Mehdi Koch
Giovanni Jäkel
Remo Gutknecht
Gottlieb Tschentscher
Hans-helmut Kohl
Edelbert Schulz
Othmar Beckmann
Miroslav Karge
Gero Weihmann
Hüseyin Textor
Peter Weiß
Stefan Linke
Karl-otto Reinhardt
Sylvester Bloch
Sükrü Reuter
Cengiz Steinberg
Jonathan Preiß
Jan Plath
Hans-henning Förster
Erhard Ortmann
Rochus Thanel
Anatoli Gnatz
Alessandro Weitzel
Harm Bloch
Meinrad Müller
Sven Martin
Artur Ackermann
Hans-theo Rogge
Erkan Schuchhardt
Sergej Beer
Eckhardt Trommler
Claus-dieter Juncken
Paul-heinz Hartung
Roberto Mitschke
George Rosenow
Volkmar Loos
Vincent Bloch
Reinhardt Klemt
Alfredo Trupp
Hans dieter Matthäi
Hüseyin Gude
Hinrich Hoffmann
Hansjörg Roht
Andrey Spieß
Alfons Henk
Till Van der dussen
Dennis Röhrdanz
Ali Renner
Alex Meyer
Sigmar Werner
Andres Striebitz
Nikolai Röhrdanz
Ortwin Cichorius
Hermann Mosemann
Zlatko Wagenknecht
Alberto Binner
Diether Schuchhardt
Geert Briemer
Ulrich Etzler
Hans josef Höfig
Klaus-ulrich Hande
Ingmar Rogge
Viktor Meister
Donald Gumprich
Eckhard Mans
Ingmar Auch schlauchin
Udo Eimer
Senol Barkholz
Hansgeorg Börner
Ehrhard Otto
Fritz Hellwig
Anatol Mohaupt
Sven Matthäi
Arnfried Kuhl
Frank-michael Krein
Maurice Schwital
Ulf Wulff
Danilo Ortmann
Karl heinz Ortmann
Karl-peter Eberth
Paul Lübs
Goran Baum
George Pieper
Kasimir Gerlach
Kazim Christoph
Erkan Schacht
Sönke Kobelt
Hansgeorg Schaaf
Alexej Kobelt
Wolfram Gotthard
Augustin Staude
Karl-dieter Boucsein
Vladimir Hornig
Marko Werner
Andrej Austermühle
Egon Gutknecht
Darius Fischer
Christopher Döhn
Vito Jüttner
René Kobelt
Rainer Schweitzer
Niklas Gehringer
Frank-michael Täsche
Klaus-ulrich Hermighausen
Sükrü Rudolph
Helfried Käster
Anatolij Butte
Maik Wilmsen
Vladimir Renner
Niko Jäkel
Toni Hande
Elias Eberth
Ian Sauer
Sigmund Neureuther
Siegbert Bolzmann
Alan Bloch
Ian Reinhardt
Charles Pohl
Roland Bloch
Raimund Bohnbach
Heino Boucsein
Alban Schinke
Fernando Stumpf
Hans-georg Schuchhardt
Burkard Aumann
Krzysztof Schlosser
Jacob Huhn
Eugen Mielcarek
Paolo Kreusel
Vladimir Söding
Sigurd Heinrich
Simon Drubin
Fred Lübs
Zbigniew Hein
Tino Beer
Ferdinand Thanel
Stephen Drubin
Fredo Gierschner
Marcel Vogt
Francis Fliegner
Marek Lindner
Wilfried Baum
Wolfhard Wilms
Nikolaj Gerlach
Isidor Klapp
Vinzenz Jähn
Folker Warmer
Ignatz Heinrich
Holm Steinberg
Hans-heinrich Rädel
Tony Döhn
Michel Ditschlerin
Franjo Tintzmann
Willi Rudolph
Meik Neureuther
Balthasar Drub
Mahmoud Börner
Petar Riehl
Winfried Kaul
Ernst-august Scheibe
Heinz-werner Weiß
Torsten Meister
Eckhardt Mangold
Erhard Zahn
Salvatore Ernst
Siegward Nerger
Gunnar Dörr
Erkan Scholtz
Ludwig Killer
René Jungfer
Arif Pölitz
Götz Stiebitz
Ulf Pechel
Hermann josef Häring
Hans-eberhard Heintze
Jonathan Fiebig
Ottmar Franke
Rochus Ackermann
Wolfhard Walter
Horst Hartmann
Yilmaz Grein groth
Grzegorz Schomber
Eckhard Losekann
Ernst-dieter Grein groth
Aleksandar Kade
Janko Oestrovsky
Volkmar Scheel
Heinz-georg Juncken
Lambert Striebitz
Urban Binner
Carsten Riehl
Sören Seip
René Wagner
José Ritter
Petros Schmiedecke
Egbert Baum
Cetin Wilmsen
Hans-jürgen Rudolph
Patrik Kambs
Norman Löchel
Petar Sauer
Nicolai Kramer
Stavros Gutknecht
Xaver Krein
Juergen Hiller
Antonino Mälzer
Edwin Schäfer
Manfred Tröst
Rupert Bloch
Hüseyin Hartung
Osman Bolnbach
Heino Meister
Wladimir Renner
Erwin Langern
Konstantin Schottin
Claus-peter Henschel
Xaver Löchel
Fabian Hecker
Darko Fritsch
Timm Schmiedt
Ehrenfried Scheuermann
Stefan Conradi
Jann Steckel
Veli Hauffer
Rigo Henk
Karl-ludwig Barkholz
Ingbert Zänker
Ivo Mude
Erdal Kostolzin
Hellmut Beyer
Klaus-jürgen Heinrich
Ewald Lehmann
Mirko Döhn
Hubertus Siering
Helmar Wagner
Leopold Hein
Franz Schmidt
Dino Metz
Christoph Ehlert
Abdullah Wesack
Hans-jochen Drub
German Köster
Norman Henschel
Hellmut Täsche
Berthold Weinhold
Edward Ruppert
Knut Finke
Hans jürgen Döring
Nick Ladeck
Alexei Kabus
Samir Huhn
Rainer Harloff
Hans-christian Fröhlich
Riza Werner
Philipp Trapp
Walfried Heuser
Paul Ullrich
Stefan Eberth
Torben Pruschke
Ingmar Buchholz
Celal Gierschner
Zeljko Zobel
Tony Killer
Fabian Gieß
Alexandros Kallert
Alfred Junck
Pawel Martin
Till Hauffer
Theodor Wulf
Faruk Weiß
Samir Schmiedecke
Harald Flantz
Nurettin Weinhage
Kenneth Höfig
Arno Schmiedecke
Marian Dippel
Norbert Drub
Bertold Hein
Rochus Trüb
Ernest Heydrich
Linus Dörschner
Heribert Schaaf
Jörg Adler
Theodoros Hahn
Henner Röhrdanz
Mijo Etzler
Adam Freudenberger
Dursun Matthäi
Sepp Wagner
Heinz-gerd Margraf
Ansgar Hörle
Matthäus Eimer
Frithjof Henck
Nick Mangold
Claudio Jäkel
Sigmund Huhn
Kamil Steckel
Gustav Knappe
Kunibert Hecker
Jonathan Kranz
Linus Zahn
Armin Linke
Sergio Schmidt
Hans-ludwig Kroker
Ekkehart Mühle
Burckhard Beckmann
Angelo Heuser
Folker Fröhlich
Isidor Köster
Aleksandar Börner
Veli Liebelt
Enver Zirme
Raphael Klapp
Vadim Roskoth
Roland Bolzmann
Ismet Dörr
Norman Schweitzer
Folker Zobel
Mattias Döring
Alf Schottin
Henryk Anders
Karl-friedrich Hentschel
Ehrhard Rogge
Pietro Scheel
Rocco Nette
Eric Ehlert
Gottlob Striebitz
Wolfgang Henk
Wolf Hecker
Grzegorz Kensy
Gereon Blümel
Karl-dieter Thies
Sergej Zimmer
Alex Mende
Edgar Gieß
Birger Metz
Klaus-ulrich Reinhardt
Pietro Biggen
Marijan Neureuther
Manfred Koch
Enver Bachmann
Klaus-peter Hettner
Claus Stiffel
Stefano Nette
Sigurd Aumann
Woldemar Reinhardt
Oskar Mühle
Fredy Kramer
Hans-hinrich Pölitz
Denny Wulff
Eduard Döring
Fabian Hoffmann
Donald Juncken
Hans-walter Täsche
Darius Pölitz
Hans jörg Wieloch
Manfred Briemer
Raphael Huhn
Ottokar Cichorius
Hans-rainer Girschner
Theo Karz
Ehrenfried Wähner
Hans-jochen Zahn
Gerd Hoffmann
Werner Rädel
Czeslaw Sorgatz
Damian Jäntsch
Denny Harloff
Slavko Pohl
Harro Käster
Patrik Grein groth
Siegmund Metz
Klaus-peter Ruppert
Laurenz Gutknecht
Wilfried Röhricht
Edward Meyer
Konrad Gnatz
Dierk Ditschlerin
Horst-peter Kühnert
Nikolai Winkler
Meik Förster
Berend Kroker
Paolo Röhrdanz
Edward Täsche
Hans-friedrich Karge
Hanno Rosenow
Ernest Martin
Geert Heidrich
H.-dieter Gröttner
Jurij Trubin
Ernst-dieter Dowerg
Jurij Rogner
Arnulf Adler
Stjepan Hänel
Hermann-josef Jacobi jäckel
Raphael Gunpf
Hans-uwe Stumpf
Adrian Hövel
Jann Schmidtke
Hans-detlef Spieß
Nikolas Heuser
German Seifert
Tony Linke
Jerzy Gorlitz
Michael Heydrich
Antonios Staude
Diethard Grein groth
Maximilian Eigenwillig
Hans-detlef Jäkel
Burckhard Tintzmann
Ulf Eigenwillig
Marian Caspar
Juri Kallert
Luis Grein groth
Konstantinos Mans
Rudolph Trapp
Paulo Kitzmann
Xaver Stiebitz
Hilmar Stiffel
Ullrich Bohnbach
Mark Bolander
Gotthard Huhn
Lorenz Weinhold
Hans-j. Mohaupt
Stanislav Caspar
Alan Van der dussen
Carl-heinz Butte
Jovan Lübs
Burghard Oderwald
Emmerich Martin
Reinhardt Stoll
Jacob Wähner
Jacek Wiek
Christoph Thanel
Mattias Nerger
Willi Hentschel
Riza Davids
Francisco Schinke
Alberto Hering
Tassilo Stadelmann
Francis Becker
Holm Aumann
Ahmet Kruschwitz
Volkmar Käster
Oswin Briemer
Vlado Berger
Charles Steinberg
Vincenzo Hermighausen
Giuseppe Mielcarek
Arif Cichorius
Saban Hande
Axel Hartmann
Rudolph Heinrich
Jakob Kensy
Siegmund Renner
Miguel Striebitz
Mehmet Hendriks
Marek Herrmann
Kai-uwe Kreusel
Max Herrmann
Ditmar Gerlach
Otfried Haering
Fernando Kruschwitz
Marek Wieloch
Adolf Hornich
Aloys Fritsch
Norbert Reising
Arndt Stoll
Frank Hertrampf
Hans-henning Van der dussen
Hüseyin Schenk
Norbert Schacht
Nicolai Gerlach
Heinz-georg Zobel
Claudius Gude
Igor Ullrich
Karl-hans Weinhold
Marek Heintze
Francisco Koch
Bertram Hornig
Ulrich Nerger
Igor Jüttner
Siegbert Keudel
Abdul Seifert
Julius Gute
Ingolf Döhn
Karlheinz Dörr
Heinrich Martin
Salih Börner
Jens Rohleder
Jörn Keudel
Jochem Hering
Heinz-jürgen Schwital
Arif Wilmsen
Henning Hethur
Hannes Gnatz
Freddy Hertrampf
Hendrik Franke
Yusuf Schönland
Alban Krause
Dogan Lübs
Werner Paffrath
Halil Jüttner
Freddy Riehl
Hannes Wesack
Otmar Neuschäfer
Harald Wiek
Nikolai Förster
Helmuth Rudolph
Alexandros Mosemann
Eugen Scheuermann
Friedhelm Fritsch
Berthold Fröhlich
Dominik Striebitz
Adelbert Wiek
Ferenc Van der dussen
Kornelius Junken
Leszek Zänker
Edwin Tröst
Hugo Salz
Marius Dobes
Hugo Kranz
Grzegorz Cichorius
Francesco Fliegner
Alexander Ullrich
Andres Heinrich
Karl-august Koch
Alexej Keudel
Heinz-georg Blümel
Hakan Gutknecht
Edwin Thies
Sandor Rudolph
Harold Oestrovsky
Torben Säuberlich
Leif Karz
Fatih Mülichen
Eckart Bender
Andree Dietz
Hans-heinrich Mülichen
Gunar Mitschke
Meinrad Hecker
Hardy Lindner
Niko Roht
Slawomir Wulff
Eduard Köster
Artur Benthin
Rene Bauer
Knut Jacob
Harro Harloff
Arnulf Wilmsen
Laszlo Fritsch
Ramazan Kitzmann
Joerg Scholtz
Elmar Zänker
Philipp Dippel
Bernward Stadelmann
Jakob Binner
Erkan Tintzmann
Urban Budig
Juan Dobes
Roger Stroh
Sören Sorgatz
Paul-heinz Nerger
Pirmin Grein groth
Sigmar Fliegner
Ron Karge
Ferdi Kaul
Heinrich Stiebitz
Elmar Geisler
Alban Henk
Burkard Eckbauer
Burghard Tlustek
Otmar Becker
Ferenc Adolph
Willibald Bonbach
Ernst-otto Loos
Faruk Oderwald
Jonas Dörr
Hagen Tlustek
Hans-henning Baum
Jochem Klotz
Nikolai Martin
Sieghard Hesse
Gabor Adler
Benno Schmiedt
Johannes Junken
Helge Kensy
Karl heinz Gude
Harold Grein groth
Tibor Ruppert
Witold Langern
Klaus Seip
Ronald Winkler
Anatol Bauer
Hans Freudenberger
Franco Baum
Cosimo Berger
Reiner Baum
Lorenzo Hellwig
Mario Hartung
Luciano Jacob
George Schmidtke
Wigbert Rogner
Karlfried Ritter
Ercan Auch schlauchin
Carlo Klemt
Apostolos Lachmann
Reza Gunpf
Urs Johann
Nicolas Van der dussen
Luis Hering
Eckard Jungfer
Boris Roskoth
Ronny Walter
Hans georg Schüler
Leander Wagenknecht
Friedhold Röhrdanz
Fritz Vollbrecht
Janko Möchlichen
Philippe Fliegner
Kornelius Conradi
Dominik Barkholz
Rudolph Heinrich
Wulf Kaul
Hendrik Bloch
Andrew Bolnbach
Fredo Butte
Sebastian Schmidtke
Fredi Dörschner
Tilo Staude
Tomislav Eigenwillig
Rolf-dieter Dörr
Meinolf Winkler
Vitus Weinhage
Mehmet Klingelhöfer
Raimund Keudel
Klemens Trupp
Heribert Lorch
Kuno Harloff
Patrick Schüler
Robert Faust
Uli Neureuther
Björn Lübs
August Drubin
Julius Klemm
Janos Radisch
Ramazan Kohl
Carl Lindner
Wojciech Auch schlauchin
German Fechner
Guiseppe Kraushaar
Hermann josef Mans
Hartwig Gnatz
Artur Sölzer
Bernhard Etzold
Theobald Trüb
Marius Ebert
Janos Haering
Salvatore Warmer
Nikolaos Ackermann
Marcus Roht
Karl Wirth
Wigbert Mülichen
Gereon Koch ii
Orhan Gute
Hansgeorg Seip
Petar Schäfer
Wladimir Tröst
Cornelius Fröhlich
Roberto Striebitz
Hans-josef Metz
Gerolf Roskoth
Bert Salz
Berndt Hentschel
Hans-rudolf Ullmann
